image;height;width;type;original_dataset;scenario;airport;runway;time_to_landing;weather;night;time;lat;lon;alt;yaw;pitch;roll;slant_distance;along_track_distance;height_above_runway;lateral_path_angle;vertical_path_angle;watermark_height;runway_in_cone;x_TR;y_TR;x_TL;y_TL;x_BL;y_BL;x_BR;y_BR
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_105_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;11;;;;01/05/2020 13:00;40.704417;-74.214755;165.208216;92.267984;85.303583;-3.332948;1.559384;1.556545;524.886243;1.520527;2.837395;0;IN_ODD;547;470;539;470;526;489;539;490
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_106_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;11;;;;01/07/2020 10:00;40.703736;-74.214289;197.370426;99.052464;87.571471;-7.934365;1.53729;1.53185;630.405306;2.994477;3.460852;0;IN_ODD;427;498;419;497;394;518;408;520
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_107_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;11;;;;01/04/2020 16:00;40.705242;-74.213474;187.406091;95.840684;84.417468;5.581827;1.505853;1.502629;597.713919;-0.499218;3.341637;0;IN_ODD;503;460;495;461;498;484;511;483
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_108_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;11;;;;01/07/2020 11:00;40.70549;-74.21208;131.222049;89.337231;85.76264;1.116215;1.442533;1.440546;413.383065;-1.331765;2.391693;0;IN_ODD;616;468;607;468;613;486;628;486
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_109_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;11;;;;01/06/2020 14:00;40.704776;-74.211719;143.38526;87.15806;84.233963;-4.471496;1.422334;1.420413;453.288616;0.309773;2.659943;0;IN_ODD;641;459;632;458;625;478;640;479
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_110_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;11;;;;01/05/2020 16:00;40.703186;-74.207357;147.228025;93.995701;84.982777;-6.1122;1.219092;1.213842;465.896112;4.013203;3.143631;0;IN_EXTENDED_ODD;504;463;495;462;460;484;477;486
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_111_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;11;;;;01/07/2020 10:00;40.704482;-74.206357;96.217498;89.928643;84.28326;-1.919466;1.176094;1.175098;298.538736;0.179915;2.066307;0;IN_ODD;597;445;587;445;581;462;599;463
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_112_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;11;;;;01/04/2020 12:00;40.704412;-74.20512;115.779945;93.227166;86.755685;5.735576;1.120059;1.118505;362.719994;0.150867;2.629875;0;IN_ODD;540;483;531;484;528;507;547;505
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_113_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;11;;;;01/08/2020 12:00;40.70438;-74.201125;118.744671;92.18304;86.30928;1.888949;0.938805;0.936762;372.446786;-0.685811;3.152296;0;IN_ODD;565;480;554;480;556;511;578;510
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_114_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;11;;;;01/07/2020 16:00;40.704317;-74.199034;100.389238;95.431526;84.805729;8.432519;0.843073;0.841372;312.225548;-1.081575;2.891259;0;IN_ODD;510;455;499;456;506;486;531;482
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_115_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;11;;;;01/05/2020 14:00;40.704217;-74.1976;89.637431;95.570123;85.247527;5.459223;0.777136;0.775652;276.950589;-1.157928;2.742834;0;IN_ODD;511;460;500;461;506;490;533;488
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_116_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;11;;;;01/07/2020 14:00;40.703834;-74.193827;87.523489;92.753229;87.087669;10.350133;0.603813;0.602144;270.015084;-0.758002;3.286175;0;IN_ODD;553;483;540;485;545;526;579;520
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_117_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;11;;;;01/04/2020 16:00;40.703101;-74.193804;78.207199;92.613593;89.852987;4.026889;0.599548;0.597252;239.449825;3.420321;2.927257;0;IN_ODD;537;529;525;530;483;570;518;567
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_118_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;11;;;;01/07/2020 13:00;40.703478;-74.192379;58.443412;92.472948;88.081725;-4.016481;0.535216;0.534419;174.608004;0.803178;2.324129;0;IN_ODD;554;501;541;500;518;530;558;533
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_119_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;11;;;;01/08/2020 14:00;40.703108;-74.186594;38.386689;100.892371;87.082248;-15.823747;0.27016;0.269512;108.805104;1.33419;2.337375;0;IN_EXTENDED_ODD;436;456;421;452;362;484;439;505
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_120_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22L;;;;01/06/2020 13:00;40.746031;-74.133283;333.363016;-157.035582;87.790322;3.195176;3.164158;3.157294;1083.972987;1.773099;3.094847;0;IN_ODD;537;512;532;513;524;527;530;526
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_120_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/06/2020 13:00;40.746031;-74.133283;333.363016;-157.035582;87.790322;3.195176;3.16271;3.157169;1086.68917;-1.066309;3.101779;0;IN_ODD;569;511;564;511;567;524;574;524
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_121_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22L;;;;01/05/2020 13:00;40.744728;-74.141307;335.127709;-154.87915;84.47472;4.482678;2.960336;2.927531;1089.762662;7.657555;3.314963;0;IN_EXTENDED_ODD;434;471;429;471;396;489;403;489
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_121_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/05/2020 13:00;40.744728;-74.141307;335.127709;-154.87915;84.47472;4.482678;2.943151;2.927413;1092.478845;4.630804;3.338532;0;IN_EXTENDED_ODD;468;468;463;469;443;486;450;485
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_122_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22L;;;;01/08/2020 12:00;40.743582;-74.1399;264.251603;-149.926352;81.210071;-5.396337;2.913983;2.89363;857.229496;6.036349;2.650151;0;IN_EXTENDED_ODD;388;394;383;393;353;403;361;404
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_122_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/08/2020 12:00;40.743582;-74.1399;264.251603;-149.926352;81.210071;-5.396337;2.901249;2.893509;859.945679;2.957675;2.666927;0;IN_ODD;423;397;418;397;402;408;409;409
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_123_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22L;;;;01/05/2020 16:00;40.742727;-74.137808;308.492832;-150.079134;85.84686;1.661764;2.901079;2.889069;1002.37789;3.916417;3.10785;0;IN_ODD;404;487;399;487;381;502;388;502
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_123_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/05/2020 16:00;40.742727;-74.137808;308.492832;-150.079134;85.84686;1.661764;2.894144;2.888946;1005.094073;0.819018;3.120832;0;IN_ODD;439;486;434;486;429;501;436;500
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_124_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22L;;;;01/08/2020 12:00;40.741941;-74.139163;313.075293;-157.196788;86.502651;1.183467;2.834905;2.819706;1017.412212;4.723992;3.223614;0;IN_EXTENDED_ODD;507;495;502;495;479;510;487;510
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_124_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/08/2020 12:00;40.741941;-74.139163;313.075293;-157.196788;86.502651;1.183467;2.825873;2.819584;1020.128394;1.554643;3.239309;0;IN_ODD;542;494;537;494;528;510;535;510
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_125_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22L;;;;01/05/2020 14:00;40.741056;-74.137491;267.937946;-155.658287;87.185419;-2.797352;2.812817;2.80521;869.3238;2.884086;2.776994;0;IN_ODD;504;499;499;499;484;512;491;512
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_125_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/05/2020 14:00;40.741056;-74.137491;267.937946;-155.658287;87.185419;-2.797352;2.808821;2.805085;872.039982;-0.309673;2.787099;0;IN_ODD;539;501;534;501;533;514;540;515
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_126_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22L;;;;01/08/2020 14:00;40.741092;-74.14039;271.802244;-142.144047;82.944944;0.21817;2.766431;2.749528;882.001943;5.4302;2.862191;0;IN_EXTENDED_ODD;260;437;254;437;225;452;234;452
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_126_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/08/2020 14:00;40.741092;-74.14039;271.802244;-142.144047;82.944944;0.21817;2.755575;2.749406;884.718125;2.184693;2.87897;0;IN_ODD;298;437;292;437;280;452;288;451
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_127_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22L;;;;01/06/2020 14:00;40.737824;-74.141128;296.702991;-152.755387;87.333683;-4.077924;2.572307;2.558501;963.697311;4.62042;3.345619;0;IN_EXTENDED_ODD;442;503;436;503;411;518;419;519
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_127_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/06/2020 14:00;40.737824;-74.141128;296.702991;-152.755387;87.333683;-4.077924;2.564;2.558378;966.413494;1.126235;3.362465;0;IN_ODD;479;506;473;505;465;522;473;523
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_128_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22L;;;;01/07/2020 11:00;40.735786;-74.138042;311.969382;-153.081416;84.292633;-2.03063;2.515637;2.509812;1013.783894;0.615006;3.591456;0;IN_ODD;491;463;485;462;480;481;488;481
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_128_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/07/2020 11:00;40.735786;-74.138042;311.969382;-153.081416;84.292633;-2.03063;2.518344;2.509685;1016.500077;-2.954561;3.595428;0;IN_ODD;529;464;523;464;535;483;543;483
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_129_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22L;;;;01/05/2020 15:00;40.735746;-74.141783;280.745302;-152.984611;86.302595;-3.103096;2.445046;2.433314;911.342685;4.223332;3.318119;0;IN_EXTENDED_ODD;451;488;445;488;421;504;430;505
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_129_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/05/2020 15:00;40.735746;-74.141783;280.745302;-152.984611;86.302595;-3.103096;2.438067;2.43319;914.058867;0.54673;3.334166;0;IN_ODD;490;490;484;490;478;507;487;508
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_130_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22L;;;;01/08/2020 10:00;40.730362;-74.14338;210.906175;-147.699649;87.221116;1.005652;2.116941;2.111029;682.211683;2.856579;2.843183;0;IN_ODD;383;501;377;502;359;519;369;519
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_130_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/08/2020 10:00;40.730362;-74.14338;210.906175;-147.699649;87.221116;1.005652;2.114452;2.110901;684.927866;-1.387216;2.855187;0;IN_ODD;426;501;420;501;425;518;435;517
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_131_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22L;;;;01/04/2020 13:00;40.7293;-74.145798;239.526201;-159.28954;84.88878;-1.47369;2.017946;2.005608;776.109409;5.047037;3.378628;0;IN_EXTENDED_ODD;544;469;537;469;506;488;516;489
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_131_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/04/2020 13:00;40.7293;-74.145798;239.526201;-159.28954;84.88878;-1.47369;2.009787;2.005484;778.825591;0.590732;3.399931;0;IN_ODD;588;470;581;470;575;491;585;491
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_132_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22L;;;;01/05/2020 12:00;40.727464;-74.147138;196.889594;-150.371497;86.993168;-0.237423;1.892373;1.879951;636.225524;5.60474;2.941253;0;IN_EXTENDED_ODD;400;495;393;495;357;514;368;514
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_132_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/05/2020 12:00;40.727464;-74.147138;196.889594;-150.371497;86.993168;-0.237423;1.883087;1.879825;638.941707;0.854698;2.963879;0;IN_ODD;446;495;439;495;431;514;443;514
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_133_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22L;;;;01/08/2020 12:00;40.724963;-74.145908;176.942229;-151.731343;87.02227;0.639292;1.77344;1.769399;570.781412;2.230609;2.800292;0;IN_ODD;455;494;447;495;431;513;443;513
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_133_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/08/2020 12:00;40.724963;-74.145908;176.942229;-151.731343;87.02227;0.639292;1.773774;1.76927;573.497595;-2.831884;2.810898;0;IN_ODD;502;494;495;494;509;513;521;513
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_134_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22L;;;;01/05/2020 11:00;40.725036;-74.147082;229.081619;-155.519522;86.300297;-2.687981;1.758599;1.749967;741.842407;3.892517;3.662941;0;IN_ODD;499;491;492;490;464;514;476;514
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_134_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/05/2020 11:00;40.725036;-74.147082;229.081619;-155.519522;86.300297;-2.687981;1.754485;1.749841;744.55859;-1.223329;3.681159;0;IN_ODD;547;493;540;493;543;518;555;518
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_135_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22L;;;;01/06/2020 15:00;40.722678;-74.150463;156.296213;-154.541459;88.544949;-4.137135;1.570651;1.555557;503.045135;7.210507;2.758601;0;IN_EXTENDED_ODD;455;512;447;511;395;528;408;529
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_135_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/06/2020 15:00;40.722678;-74.150463;156.296213;-154.541459;88.544949;-4.137135;1.558314;1.555431;505.761318;1.486853;2.789171;0;IN_ODD;506;516;498;515;483;534;497;535
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_136_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22L;;;;01/06/2020 16:00;40.722104;-74.15133;207.369763;-154.265145;89.867077;1.928635;1.527495;1.507319;670.609281;8.211359;3.766077;0;IN_EXTENDED_ODD;444;548;436;549;378;579;392;578
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_136_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/06/2020 16:00;40.722104;-74.15133;207.369763;-154.265145;89.867077;1.928635;1.512692;1.507195;673.325463;2.32091;3.809016;0;IN_ODD;496;547;488;547;470;576;484;576
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_137_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22L;;;;01/08/2020 11:00;40.719339;-74.151233;149.115544;-153.598124;83.436306;7.264119;1.37005;1.360037;479.48651;5.947674;2.970877;0;IN_EXTENDED_ODD;446;445;438;446;395;476;410;474
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_137_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/08/2020 11:00;40.719339;-74.151233;149.115544;-153.598124;83.436306;7.264119;1.362301;1.35991;482.202692;-0.62059;2.99883;0;IN_ODD;501;438;493;439;496;463;511;461
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_138_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22L;;;;01/04/2020 15:00;40.719706;-74.152647;129.800444;-154.263504;91.091247;-2.860621;1.370095;1.351734;416.116756;8.804035;2.582285;0;IN_EXTENDED_ODD;440;549;431;549;362;566;378;567
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_138_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/04/2020 15:00;40.719706;-74.152647;129.800444;-154.263504;91.091247;-2.860621;1.354559;1.351608;418.832939;2.242902;2.620547;0;IN_ODD;495;552;487;551;465;571;480;572
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_139_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22L;;;;01/06/2020 11:00;40.719117;-74.151118;162.413409;-149.435393;86.424762;-3.516719;1.359779;1.350337;523.114678;5.549482;3.261127;0;IN_EXTENDED_ODD;396;480;387;479;341;503;357;504
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_139_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/06/2020 11:00;40.719117;-74.151118;162.413409;-149.435393;86.424762;-3.516719;1.35319;1.350209;525.830861;-1.070082;3.288285;0;IN_ODD;451;483;443;482;445;509;460;510
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_140_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/05/2020 14:00;40.714312;-74.156291;122.882611;-155.416232;86.436711;5.70121;0.992344;0.988041;396.136638;3.623964;3.250831;0;IN_ODD;506;484;496;485;462;520;483;518
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_141_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/07/2020 10:00;40.713429;-74.156172;96.031785;-157.685195;86.107256;1.833661;0.944874;0.942765;308.043373;2.112475;2.638179;0;IN_ODD;554;471;544;471;519;499;541;498
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_142_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22L;;;;01/07/2020 14:00;40.712524;-74.155144;96.229021;-160.664407;83.939339;-9.043658;0.924735;0.914488;305.974289;7.804919;2.673592;0;IN_EXTENDED_ODD;573;448;563;446;485;461;507;465
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_142_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/07/2020 14:00;40.712524;-74.155144;96.229021;-160.664407;83.939339;-9.043658;0.916242;0.91436;308.690471;-1.944959;2.712749;0;IN_ODD;640;459;630;457;634;486;657;490
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_143_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/04/2020 14:00;40.710496;-74.157015;107.366284;-152.2849;83.866707;-0.308347;0.76983;0.767693;345.230051;-0.50897;3.504815;0;IN_ODD;490;442;479;442;474;482;502;482
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_144_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/07/2020 10:00;40.709459;-74.15824;91.930877;-150.329712;88.194645;-4.292322;0.689353;0.687384;294.588948;1.385897;3.273427;0;IN_ODD;449;502;438;501;411;539;441;541
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_145_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/05/2020 11:00;40.707655;-74.159009;79.268801;-149.194976;87.126994;2.461284;0.576286;0.574757;253.046704;0.137807;3.240291;0;IN_ODD;438;491;426;492;413;536;449;534
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_146_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/04/2020 12:00;40.703454;-74.16183;54.106147;-156.744006;83.966151;3.28847;0.293432;0.291938;170.492064;1.622116;3.529618;0;IN_ODD;548;433;534;433;488;504;559;500
images/flsim/KEWR/KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35_147_FLSim.jpg;1024;1024;flight_simulator;Lard_V2_FLSim;KEWR-4R-22L-11-29-4L-22R__10-smpl__10h35;KEWR;22R;;;;01/06/2020 11:00;40.701998;-74.162674;42.853685;-147.332264;86.131331;-5.83697;0.197888;0.196574;133.574533;1.496196;3.493698;0;IN_ODD;414;456;398;454;323;533;430;543
